fqn,group,status,project_name,fwd_value_count,supplement_members,note
com.corrodinggames.rts.R$drawable,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/R$drawable.java
com.corrodinggames.rts.R$id,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/R$id.java
com.corrodinggames.rts.R$layout,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/R$layout.java
com.corrodinggames.rts.R$raw,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/R$raw.java
com.corrodinggames.rts.R$string,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/R$string.java
com.corrodinggames.rts.R$style,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/R$style.java
com.corrodinggames.rts.R$styleable,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/R$styleable.java
com.corrodinggames.rts.R$xml,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/R$xml.java
com.corrodinggames.rts.game.units.custom.logicBooleans.BooleanParseException,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/BooleanParseException.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$CompareBooleanOnly,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareBooleanOnly.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$CompareEqualBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareEqualBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$CompareEqualNumbers,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareEqualNumbers.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$CompareEqualStrings,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareEqualStrings.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$CompareEqualUnits,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareEqualUnits.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$CompareGreaterThanNumbers,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareGreaterThanNumbers.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$CompareGreaterThanOrEqualNumbers,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareGreaterThanOrEqualNumbers.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$CompareLessThanNumbers,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareLessThanNumbers.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$CompareLessThanOrEqualNumbers,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareLessThanOrEqualNumbers.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$CompareNotEqualBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareNotEqualBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$CompareNotEqualNumbers,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareNotEqualNumbers.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$CompareNotEqualStrings,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareNotEqualStrings.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$CompareNotEqualUnits,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareNotEqualUnits.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$CompareNumbers,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$CompareNumbers.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$MathAddJoinerBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$MathAddJoinerBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$MathDivideJoinerBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$MathDivideJoinerBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$MathJoinerBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$MathJoinerBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$MathModulusJoinerBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$MathModulusJoinerBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$MathMultiplyJoinerBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$MathMultiplyJoinerBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$MathSubtractJoinerBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$MathSubtractJoinerBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.CompareJoinerBoolean$StringJoinerBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/CompareJoinerBoolean$StringJoinerBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/effects/LogicBoolean.java;com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$AbstractNumberBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$AbstractNumberBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$AndBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$AndBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$CallContext,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$CallContext.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$CallContext_self,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$CallContext_self.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$CallContext_selfAndTarget,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$CallContext_selfAndTarget.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$JoinerBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$JoinerBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$LogicBooleanCommon,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$LogicBooleanCommon.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$LogicBooleanCommonLocking,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$LogicBooleanCommonLocking.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$LogicNumberOnly,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$LogicNumberOnly.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$NotBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$NotBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$OrBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$OrBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$Parameter,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$Parameter.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$ReturnType,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$ReturnType.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$StaticBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$StaticBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$StaticBooleanFalse,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$StaticBooleanFalse.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$StaticBooleanTrue,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$StaticBooleanTrue.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$StaticValueBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$StaticValueBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBoolean$TimeBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBoolean$TimeBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanActionFilter,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanActionFilter.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$AmmoBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$AmmoBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$AmmoIncludingQueuedBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$AmmoIncludingQueuedBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$BuiltAmountBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$BuiltAmountBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$CompareUnitsBroken,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$CompareUnitsBroken.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$CompletedBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$CompletedBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$CustomTimerBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$CustomTimerBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$EnergyBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$EnergyBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$EnergyIncludingQueuedBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$EnergyIncludingQueuedBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$EventTagsBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$EventTagsBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$GameMapHeightBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$GameMapHeightBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$GameMapWidthBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$GameMapWidthBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$GameModeBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$GameModeBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$HasActiveWaypoint,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$HasActiveWaypoint.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$HasFlagBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$HasFlagBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$HasFlagDynamicBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$HasFlagDynamicBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$HasParent,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$HasParent.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$HasResourcesBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$HasResourcesBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$HasTakenDamage,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$HasTakenDamage.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$HeightBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$HeightBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$HeightValueBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$HeightValueBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$HpBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$HpBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$InMapBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$InMapBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$IsAttackingBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$IsAttackingBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$IsControlledByAI,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$IsControlledByAI.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$IsGameFrameBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$IsGameFrameBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$IsOnTeam,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$IsOnTeam.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$IsResourceLargerThan,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$IsResourceLargerThan.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$IsReversingBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$IsReversingBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$KillsBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$KillsBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$LastConvertedBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$LastConvertedBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$MaxEnergyBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$MaxEnergyBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$MaxHpBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$MaxHpBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$MaxMoveSpeedBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$MaxMoveSpeedBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$MaxShieldBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$MaxShieldBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$MovingBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$MovingBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfAttachedUnitsBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfAttachedUnitsBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfConnectionsBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfConnectionsBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfQueuedWaypoints,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfQueuedWaypoints.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfUnitsInEnemyOrAllyTeam,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfUnitsInEnemyOrAllyTeam.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfUnitsInEnemyOrAllyTeam$HandleCallbackCountAlly,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfUnitsInEnemyOrAllyTeam$HandleCallbackCountAlly.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfUnitsInEnemyOrAllyTeam$HandleCallbackCountEnemies,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfUnitsInEnemyOrAllyTeam$HandleCallbackCountEnemies.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfUnitsInTeam,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfUnitsInTeam.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfUnitsInTeam$HandleCallbackCount,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfUnitsInTeam$HandleCallbackCount.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$OverCliftBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$OverCliftBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$OverLiquidBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$OverLiquidBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$OverPassableTileBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$OverPassableTileBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$OverWaterBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$OverWaterBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$PositionXBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$PositionXBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$PositionYBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$PositionYBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$PriceCreditsBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$PriceCreditsBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$QueueSize,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$QueueSize.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$ResourceCountBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$ResourceCountBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$ResourceScope,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$ResourceScope.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$RotationBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$RotationBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$ShieldBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$ShieldBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$SpeedBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$SpeedBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$SpeedValueBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$SpeedValueBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TagsBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TagsBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TeamDefeatedTechBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TeamDefeatedTechBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TeamIdBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TeamIdBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TeamTagBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TeamTagBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TeamVictoryBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TeamVictoryBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TeamWipedOutBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TeamWipedOutBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$ThisActionRepeatedCount,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$ThisActionRepeatedCount.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TimeAliveBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TimeAliveBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TouchWaterBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TouchWaterBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TransportingCountBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TransportingCountBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TransportingUnitWithTagsBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TransportingUnitWithTagsBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$UnitIdBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$UnitIdBoolean.java
