type,obfuscated_package,obfuscated_class,obfuscated_member,meaningful_name,notes,verified
method,com.corrodinggames.rts.game.b,b,d(String),openMapFile,"static InputStream; ""Mapfile: "" 日志 + e.a.k() 打开输入流(字符串证据)",verified
method,com.corrodinggames.rts.game.b,b,"d(String,String)",openMapSubpath,"InputStream; 依次尝试完整路径与降级子路径, ""File could not be found:"" 异常(字符串证据)",verified
method,com.corrodinggames.rts.game.b,b,d(float),updateMapPerFrame,void; 调 c(f2) + if(X) 重绘雾脏区块(rect2 计算结构),verified
method,com.corrodinggames.rts.game.b,b,f(String),getObjectGroupByName,"i; equalsIgnoreCase 匹配对象组名; loadMapFromStream 中 this.Q = this.f(""triggers"")(""triggers"" 字符串证据)",verified
method,com.corrodinggames.rts.game.b,b,f(float),updateFogOfWar,"void; 每帧主雾更新: ""fogOfWar_map==null for:"" 日志 + 260s 周期队伍视野同步(字符串证据)",verified
method,com.corrodinggames.rts.game.b,b,"a(String,gameFramework.j.as)",sendMapStream,"static void; ""Sending map stream of size:"" 日志, 校验地图存在(""writeMapStream: Could not find map:"")后 as2.a(inputStream,n2) 发送(字符串证据)",verified
method,com.corrodinggames.rts.game.b,b,"a(int,int,n)",isTileEditable,"boolean; 雾值检查 n2.N[n2][n3] < 5 判定可编辑/可通行; 与已映射 a(n,int,int) canEditTile 互为补充(supplement 的 a(int,int) isBlocked 条目缺第 3 参,签名不完整)",verified
method,com.corrodinggames.rts.game.b,b,"a(int,int...)",buildMaskCombinations,"private static; 生成位掩码子集组合, ""unhandled:"" + nArray.length 异常(字符串证据)",verified
method,com.corrodinggames.rts.game.b,b,a(int...),identityIntArray,"private static; 直接返回参数数组(identity),供雾图集掩码构造",verified
method,com.corrodinggames.rts.game.b,g,,disposeAll,v19.111 保序对齐+arity指纹: javap方法表↔03声明 (位置46),order-align-v19.111
method,com.corrodinggames.rts.game.b,j,,clearAllFog,v19.111 保序对齐+arity指纹: javap方法表↔03声明 (位置55),order-align-v19.111
method,com.corrodinggames.rts.game.b,k,,rebuildFogCache,v19.111 保序对齐+arity指纹: javap方法表↔03声明 (位置58),order-align-v19.111
field,com.corrodinggames.rts.game.b,j,a,tilesetName,"field-order-zip-v19.114: 02b String a=- <-> 03 String tilesetName=- (位置0, TilesetDef)",field-order-zip-v19.114
field,com.corrodinggames.rts.game.b,i,b,layerClass,"field-order-zip-v19.114: 02b String b=- <-> 03 String layerClass=- (位置1, MapLayerDef)",field-order-zip-v19.114
field,com.corrodinggames.rts.game.b,g,i,isTileLayer,"field-order-zip-v19.114: 02b boolean i=- <-> 03 boolean isTileLayer=- (位置8, MapLayer)",field-order-zip-v19.114
field,com.corrodinggames.rts.game.b,g,b,layerWidth,"field-order-zip-v19.114: 02b int b=- <-> 03 int layerWidth=- (位置1, MapLayer)",field-order-zip-v19.114
field,com.corrodinggames.rts.game.b,j,l,columns,"field-order-zip-v19.114: 02b int l=- <-> 03 int columns=- (位置11, TilesetDef)",field-order-zip-v19.114
field,com.corrodinggames.rts.game.b,a,b,unitTypeName,"field-order-zip-v19.114: 02b String b=- <-> 03 String unitTypeName=- (位置1, MapSpawn)",field-order-zip-v19.114
field,com.corrodinggames.rts.game.b,g,e,layerVisible,"field-order-zip-v19.114: 02b boolean e=- <-> 03 boolean layerVisible=- (位置4, MapLayer)",field-order-zip-v19.114
field,com.corrodinggames.rts.game.b,g,g,isObjectLayer,"field-order-zip-v19.114: 02b boolean g=- <-> 03 boolean isObjectLayer=- (位置6, MapLayer)",field-order-zip-v19.114
field,com.corrodinggames.rts.game.b,g,h,isImageLayer,"field-order-zip-v19.114: 02b boolean h=- <-> 03 boolean isImageLayer=- (位置7, MapLayer)",field-order-zip-v19.114
field,com.corrodinggames.rts.game.b,g,k,hasProperties,"field-order-zip-v19.114: 02b boolean k=- <-> 03 boolean hasProperties=- (位置10, MapLayer)",field-order-zip-v19.114
field,com.corrodinggames.rts.game.b,g,f,layerLocked,"field-order-zip-v19.114: 02b boolean f=- <-> 03 boolean layerLocked=- (位置5, MapLayer)",field-order-zip-v19.114
field,com.corrodinggames.rts.game.b,g,j,layerTypeByte,"field-order-zip-v19.114: 02b byte j=- <-> 03 byte layerTypeByte=- (位置9, MapLayer)",field-order-zip-v19.114
field,com.corrodinggames.rts.game.b,a,j,boundsRect,"field-order-zip-v19.114: 02b RectF j=- <-> 03 RectF boundsRect=- (位置10, MapSpawn)",field-order-zip-v19.114
